ticker,accounts_payable,adx_14,altman_z,amortization,annual_return,asset_turnover,atr_14,avg_volume_20,avg_volume_50,beneish_m,beta,bollinger_pct,book_value_per_share,buyback_yield,capex,capex_ttm,cash,cash_conversion,cash_conversion_cycle,cash_ratio,cci_20,cost_of_revenue,cost_of_revenue_ttm,current_assets,current_liabilities,current_ratio,debt_to_equity,deferred_revenue,depreciation,depreciation_amortization,dio,dividend_yield,dividends_paid,dpo,dso,ebit,ebitda,effective_tax_rate,ema_20,ema_200,ema_50,enterprise_value,eps_basic,eps_basic_cagr_1y,eps_basic_cagr_3y,eps_basic_cagr_5y,eps_diluted,eps_diluted_cagr_3y,eps_diluted_cagr_5y,eps_diluted_growth_yoy,eps_ttm,eps_ttm_actual,ev_ebitda,ev_fcf,ev_sales,fcf_margin,fcf_margin_ttm,fcf_per_share,fcf_yield,financing_cash_flow,free_cash_flow,free_cash_flow_ttm,golden_cross,goodwill,goodwill_to_assets,gross_margin,gross_margin_ttm,gross_profit,gross_profit_cagr_1y,gross_profit_cagr_3y,gross_profit_cagr_5y,gross_profit_growth_yoy,gross_profit_ttm,health_score,high_52w,income_tax,income_tax_ttm,insider_buy_count,insider_buy_value,insider_net_shares,insider_sell_count,insider_sell_value,insider_sentiment,intangibles,interest_coverage,interest_expense,interest_expense_ttm,inventory,inventory_turnover,investing_cash_flow,long_term_debt,low_52w,macd,macd_hist,macd_signal,market_cap,max_drawdown,mfi_14,momentum_score,net_debt,net_debt_to_ebitda,net_income,net_income_cagr_1y,net_income_cagr_3y,net_income_cagr_5y,net_income_growth_yoy,net_income_ttm,net_margin,net_margin_ttm,obv,operating_cash_flow,operating_cash_flow_cagr_1y,operating_cash_flow_cagr_3y,operating_cash_flow_cagr_5y,operating_cash_flow_growth_yoy,operating_cash_flow_ttm,operating_expenses,operating_income,operating_income_cagr_1y,operating_income_cagr_3y,operating_income_cagr_5y,operating_income_growth_yoy,operating_income_ttm,operating_margin,operating_margin_ttm,pb_ratio,pct_from_52w_high,pct_from_52w_low,pe_ratio,pe_ttm,piotroski_f,ppe_net,pretax_income,pretax_income_ttm,price,price_vs_sma200,price_vs_sma50,quality_score,quick_ratio,rd_expense,rd_expense_ttm,rd_intensity,receivables,receivables_turnover,retained_earnings,return_1m,return_1y,revenue,revenue_cagr_1y,revenue_cagr_3y,revenue_cagr_5y,revenue_growth_yoy,revenue_ttm,roa,roa_ttm,roc_20,roc_60,roe,roe_ttm,rsi_14,sga_expense,shareholder_equity,shareholder_equity_cagr_1y,shareholder_equity_cagr_3y,shareholder_equity_cagr_5y,shareholder_equity_growth_yoy,shareholder_yield,shares_outstanding,sharpe_ratio,short_interest,short_term_investments,sma_20,sma_200,sma_50,sortino_ratio,stochastic_d,stochastic_k,stock_based_comp,stock_buybacks,total_assets,total_assets_cagr_1y,total_assets_cagr_3y,total_assets_cagr_5y,total_assets_growth_yoy,total_debt,total_liabilities,total_liabilities_calc,value_score,volatility_annual,williams_r,working_capital
CCL,1246000000.0,32.3824,,1000000.0,2.519,0.5150618143827268,0.8410942032115608,17341789.7,20438011.88,-2.71,1.927,18.986048795171993,,,566000000.0,3570000000.0,2243000000.0,94.45652173913044,,0.14726550565230676,-123.1581,4385000000.0,15869000000.0,4492000000.0,13434000000.0,0.3222578673999389,2.2317033414832927,8457000000.0,,723000000.0,11.786993221639596,,208000000.0,29.059022892953063,,4483000000.0,7273000000.0,0.4329004329004329,27.062732604205813,27.219500837130962,27.267255888915564,,0.39,40.0,,,0.39,,,40.277777777777786,2.02,,,,,9.792652693261212,10.9329,,,-1166000000.0,2607000000.0,2986000000.0,1.0,579000000.0,1.120204306692205,41.25910900758771,,,,,,,,4.8,33.45243453979492,17000000.0,22000000.0,0.0,0.0,-55058.2132,4.0,1524394.4421172,0.0,1181000000.0,2.169893514036786,471000000.0,1998000000.0,552000000.0,30.966336633663367,-597000000.0,23418000000.0,23.650516510009766,-0.3853447981623681,-0.28634280626102376,-0.09900199190134433,,-75.815,36.4426,19.6,25455000000.0,3.4999312525780284,537000000.0,44.05,,,44.05010438413361,3068000000.0,10.367365336939374,11.2332,106012594.0,1263000000.0,4.98,,,4.980584163430693,6556000000.0,5394000000.0,851000000.0,25.43,,,25.433687744823725,4464000000.0,16.83945608894899,16.3445,,-21.859201731484244,10.526124782877488,12.940593757251701,,7.0,43616000000.0,555000000.0,3090000000.0,26.139999389648438,-5.245787094397569,-5.362363662184033,60.1,0.2836846929422548,,,,,,4996000000.0,-6.919,-15.008,6663000000.0,6.4,29.819667566722828,36.61176980233121,6.39862515486991,27312000000.0,5.3398340008125835,5.8742,-6.918501099192476,-6.354575564446341,22.493887530562347,23.6582,26.413542757342668,863000000.0,12968000000.0,32.63,20.201752298280297,-9.804386626542206,32.63430980434548,,,-0.027,12.4,0.0,27.622851657867432,27.58716323852539,27.621145668029786,-0.04,14.7626,22.5332,28000000.0,0.0,52228000000.0,5.36,-0.01031639088386882,-0.7216269447422596,5.361110544876368,25570000000.0,,39417000000.0,78.8,55.057,-77.4668,-8873000000.0
CDE,262383000.0,37.747,6.36,,27.375,0.44085736640598744,1.1907142230442591,40121062.35,40160968.94,-1.092,1.511,88.3900090927178,5.1597700538474065,0.0,,,1052274000.0,,,1.408127810674969,110.9565,,,1775287000.0,485887000.0,2.474098549132125,0.08041711401363878,,,255985000.0,,,20645000.0,,12.194136975237257,707013000.0,958112000.0,14.162727936027006,18.796730231816333,17.371239993385892,17.72009650856532,13575611807.96558,0.12,540.0,,54.23,0.12,,53.90976817426256,533.3333333333333,0.95,0.8268,14.16912825219346,,6.557867399359063,,,,,-177102000.0,,,0.0,625812000.0,13.327393124151083,,,74553000.0,-77.73,-24.781716375231866,7.695940998693329,-77.73164680082675,,78.3,27.119544982910156,93238000.0,210850000.0,1.0,10763.25,-79365.0,4.0,1569870.0,0.7,,24.296814323516273,13280000.0,46785000.0,383420000.0,,-125147000.0,266426000.0,12.126382827758789,1.3508618725565817,0.3775423351678924,0.9733195373886894,13862782807.96558,-72.428,70.8148,67.3,-287171000.0,-0.2997259193079723,121853000.0,894.69,,86.9911251217014,894.6893039049236,850407000.0,28.30127248293099,26.8166,385768347.0,513232000.0,409.02,225.92500860289775,42.92408602991249,409.016035905736,1466361000.0,869078000.0,216514000.0,330.63,,35.33354116229632,330.6275962042124,1070433000.0,34.15313850461276,33.7548,4.184295022311936,-20.38951919660452,78.041551707948,22.726315950092516,16.3014,6.0,12163136000.0,215091000.0,1061257000.0,21.59000015258789,15.625682603770908,27.544692062346222,75.7,2.0586528091488105,,,,73562000.0,29.93241758241758,-2128420000.0,44.802,78.042,1085592000.0,96.41,38.1206037484007,21.387629587335844,96.40552330821646,3171198000.0,12.476824452763198,5.5934,44.80214871588488,11.749484956626578,17.6837603767645,8.1695,69.84732838320528,,10409504000.0,194.95,55.03848456990281,36.72217588532507,194.95171163728176,0.0,1028536378.0,0.337,12.4,20254000.0,18.16349983215332,18.672322330474852,16.92739995956421,0.568,88.5951,95.4899,7406000.0,0.0,15203745000.0,104.01,36.50370735607591,27.31152986536165,104.00513175427186,266426000.0,,1382631000.0,55.9,69.329,-4.5101,579533000.0
CDNS,5484000.0,17.7661,13.36,20210000.0,14.861,0.5216863774663779,8.949288504464286,2224170.8,2308950.32,-2.652,1.422,17.061195905173246,20.140548714307265,1.0772901822299332,48820000.0,167630000.0,1406668000.0,143.10823094848172,,1.8353412328447964,-109.2213,,,3180400000.0,2162508000.0,2.855560875709583,,873598000.0,111400000.0,84622000.0,,,,,,1492042000.0,1719870000.0,27.14476529243918,328.2248513396324,334.129462246472,341.5579485900933,82865426729.64478,1.23,5.14,9.33,13.62,1.23,9.527334351951566,13.985265633616972,5.454545454545442,4.06,4.3082,48.18121528350676,52.21810104520406,15.6445529671342,29.96001894743559,25.8638,5.838542452326903,1.8481078134236182,174516000.0,1586910000.0,1429912000.0,1.0,4929581000.0,27.07675491384544,,,,,,,,,85.2,416.3900146484375,92443000.0,423485000.0,0.0,0.0,-197057.0,63.0,73540627.32149997,0.0,1933262000.0,12.802721788898328,31613000.0,119036000.0,317951000.0,,-2111975000.0,,265.6600036621094,-9.838878441465113,-0.15938984880109963,-9.679488592664013,85866743729.64478,-29.585,22.8609,19.6,-3001317000.0,-1.7450836400425613,335660000.0,5.06,9.312086157613297,13.425937473143957,5.059669308108886,1170969000.0,20.935217177145496,21.1802,11377484.0,355782000.0,37.14,11.6567931906578,13.821883207892904,37.144867601548846,1597542000.0,1042891000.0,431329000.0,10.46,11.592391791453704,18.24150898125454,10.45919972637687,1561851000.0,28.168961434718852,28.2503,15.685769931546796,-24.128820981821818,18.918922334108768,77.81281118909715,73.3296,5.0,536903000.0,428103000.0,1594454000.0,315.9200134277344,-3.3849773856443277,-10.375114754736991,64.8,2.669939478661596,508437000.0,,,,,7436416000.0,-6.701,-9.642,1474220000.0,14.12,14.143248241855332,14.572776294685518,14.123200059294192,5528613000.0,10.921617610616924,9.6787,-6.700916365555553,-15.495517381305312,20.256692279630506,17.8462,21.464859959511983,,6561463000.0,17.13,25.86924934107433,17.035805294180626,17.130408436534065,1.0772901822299332,271799000.0,0.296,12.4,154213000.0,328.8240005493164,326.98850021362307,352.49140075683596,0.442,12.6428,12.2377,138183000.0,200000000.0,12098354000.0,13.13,25.495566361934728,20.776784815945604,13.1335268152524,,,4678967000.0,15.5,36.676,-87.7623,3034382000.0
CDW,,29.5818,3.57,248000000.0,-5.254,1.3990404412223456,5.906426565987723,2010520.25,1981924.1,-2.343,1.029,58.1771912064516,20.13987635239567,3.55152929951704,26400000.0,116600000.0,361800000.0,102.01575098443654,,0.08562018239437594,-18.6396,5252400000.0,18480700000.0,9680500000.0,8296400000.0,1.1763606924897247,2.1700241740531827,576600000.0,48000000.0,75300000.0,11.716968553960811,1.7871861069238888,81100000.0,,102.74775799251697,1655600000.0,1951200000.0,25.27672691607118,137.84225890876715,136.16398076522233,135.82448072498008,23423045526.123047,2.16,0.87,-0.45,8.01,2.15,-0.20542375023678838,8.193948797192107,1.3801756587202048,8.08,8.6217,12.004430876446825,21.526555947176774,1.0445478536986121,4.852368656936065,4.5795,8.408809891808346,5.917946448398915,-273200000.0,1088100000.0,1076200000.0,1.0,4652100000.0,29.088107211040544,21.732867762808763,21.3601,1319800000.0,5.89,1.3113393728409806,8.70829881066797,5.888232226664349,5019700000.0,33.7,168.16159057617188,98500000.0,370100000.0,2.0,2505137.85,-3865.0,1.0,3673765.9,40.5,1095700000.0,6.619752099160336,48500000.0,206300000.0,981800000.0,31.151402200922966,-30900000.0,4808100000.0,98.71468353271484,-0.13846280068383976,-0.41709539545538515,0.2786325947715454,18386445526.123047,-60.366,48.0926,49.7,5036600000.0,2.5812833128331283,274400000.0,-1.04,-1.4536593396497266,6.228237610993892,-1.039153831879755,1080300000.0,4.75648966959655,4.5969,34484705.0,274800000.0,-5.64,-3.3737650118174978,-1.7182404686872044,-5.644719329836374,1192800000.0,,428600000.0,0.26,-1.5531194021400685,7.022129804041399,0.2604008962635499,1678600000.0,7.3831279739209155,7.1429,7.055157333227062,-15.50389369472076,43.940081913751825,17.585395586372602,17.0198,5.0,166000000.0,372900000.0,1450400000.0,142.08999633789062,8.69050006192371,4.0024336453989395,42.4,1.0983933241997759,,,,7343700000.0,3.5523889487358216,-1488900000.0,-1.347,-13.316,6572200000.0,6.79,-1.8948679450916939,3.958829916272788,6.788039259573211,23500400000.0,6.654521406021886,6.2609,-1.346943315870608,13.264248540806033,40.927055753808375,44.2365,52.099588119077126,891200000.0,2442100000.0,10.77,17.57782654521045,14.975027833102539,10.77060398690866,5.338715406440929,125300000.0,-0.286,12.4,0.0,140.18349838256836,130.72899311065675,136.62179946899414,-0.349,68.6911,84.9668,3300000.0,201000000.0,17254800000.0,9.2,6.870244990141305,11.394533194076972,9.195825158055374,5655300000.0,5981100000.0,13422100000.0,62.5,32.366,-15.0332,1274400000.0
CEG,2458000000.0,34.899,2.01,7000000.0,51.913,0.395867176719244,9.559611679039376,2736549.1,3153149.64,-2.485,1.2,61.666823049610876,46.52884615384615,0.46887734205935133,1275000000.0,3418000000.0,697000000.0,55.54118154376887,,0.4583333333333333,24.3076,,,18965000000.0,13032000000.0,1.52555387713998,0.5099538472136116,,436000000.0,1202000000.0,,0.5696859706021119,155000000.0,,68.70626130697613,3086000000.0,5687000000.0,,270.78560612213056,286.24804403317916,268.8207469218678,89072157714.84375,1.42,-37.87,,,1.42,,,-37.76282590412111,7.4,9.7606,15.662415634753605,69.15540195251845,3.9302897990047105,5.683272294047566,4.5884,4.128205128205129,1.5097850414311111,730000000.0,1288000000.0,1137000000.0,0.0,11527000000.0,0.7336372687732536,,,,,,,,,46.3,401.7044677734375,398000000.0,1653000000.0,1.0,417930.9,1500.0,0.0,0.0,100.0,201000000.0,7.1600928074245935,127000000.0,451000000.0,3368000000.0,,-3732000000.0,19111000000.0,236.1370086669922,3.1121974264411847,-0.2636520769300188,3.3758495033712035,85310157714.84375,-50.702,44.969,56.9,3762000000.0,0.6615087040618955,513000000.0,-38.14,,,-38.14350493464924,3465000000.0,10.232537616379119,13.9831,127488882.0,425000000.0,,,48.63775027366402,271.95616883116884,4555000000.0,6926000000.0,580000000.0,-29.09,84.04763490175107,64.52473171499666,-29.090073529411764,4596000000.0,13.61690861757049,18.5472,5.876569381748554,-31.932548773643077,15.792943350688748,36.94999901024071,24.6205,6.0,41228000000.0,151000000.0,,273.42999267578125,-8.375237716477935,3.8523734884158944,58.4,1.30702416918429,,,,4661000000.0,5.312470698546648,7692000000.0,1.426,-11.349,5843000000.0,19.51,1.6597506151852626,5.183142526368911,19.50537861210715,24780000000.0,4.050725776869465,3.5266,1.4260486450873744,-4.351813084646916,15.974374870841082,10.8359,56.336223869131906,,31977000000.0,10.26,9.628810752404737,-0.2176254519623222,10.261279052103903,1.0385633126614633,355000000.0,0.978,12.4,,270.0988464355469,298.4236857604981,263.2871868896484,1.423,48.7045,50.0487,,400000000.0,98253000000.0,8.17,6.865431429730839,,8.168008162339872,7403000000.0,65931000000.0,42732000000.0,37.5,49.0,-49.9513,4175000000.0
CF,148000000.0,27.164,2.87,3000000.0,26.152,0.502839295854628,5.2382833805639395,2418461.15,2550998.46,-2.668,0.37,82.67930923838122,31.50720860576356,6.98529560737097,223000000.0,1041000000.0,287000000.0,100.22246941045607,44.81715158594895,0.32356257046223225,101.4598,1077000000.0,4451000000.0,3752000000.0,772000000.0,3.3652762119503947,0.6645307978503514,,,228000000.0,32.06307339449541,1.6682830534820048,78000000.0,12.389908256880735,25.143986448334275,2300000000.0,3198000000.0,19.696292987941042,121.71788732963003,108.4634239767445,118.89684520007755,22469048464.142807,4.74,33.04,-18.27,43.42,4.73,-18.18627213243168,43.58035462807208,33.08605341246291,8.97,34.8675,7.0259688755918726,12.468950313064822,3.1718024370613787,25.43760587238848,20.9459,11.735425776681673,9.22161368826556,-199000000.0,1802000000.0,1621000000.0,1.0,2492000000.0,17.695911413969338,38.45285149632976,42.4861,1145000000.0,32.49,-22.539827354443975,27.73647211196606,32.490272373540854,3288000000.0,57.2,136.33804321289062,224000000.0,604000000.0,0.0,0.0,-549108.0,34.0,60651429.5159,0.0,460000000.0,14.838709677419354,50000000.0,171000000.0,415000000.0,11.383812010443863,-225000000.0,3216000000.0,74.99181365966797,2.3007640421400026,0.9773979777742363,1.3233660643657663,19541048464.142807,-48.357,51.9222,65.4,2928000000.0,0.9155722326454033,869000000.0,21.73,-22.991010585366368,33.0029237876061,21.73324306025728,2500000000.0,25.381140598531903,32.3039,171489977.0,496000000.0,21.18,-10.626654376189904,17.456775822160786,21.180096873623956,2662000000.0,2100000.0,1121000000.0,31.73,-24.74677104412928,29.85179512442042,31.729667812142036,3181000000.0,32.467532467532465,41.1035,4.0390757470324115,-6.658479807051998,69.69852564677115,14.187291208052448,7.8164,8.0,6758000000.0,1093000000.0,3104000000.0,127.26000213623047,20.98139420135945,9.391299138949183,75.8,2.9334836527621193,,,,718000000.0,14.51639344262295,4829000000.0,4.064,50.741,2222000000.0,19.34,-14.124770145009292,11.427395430219223,19.339622641509436,7739000000.0,12.762634866553094,16.5574,4.064188778399469,13.854649146026453,37.1641174038859,43.4934,65.39142228338987,89000000.0,5748000000.0,-2.95,-1.4258974432472038,10.610697381191713,-2.948846539618857,8.653578660852975,153552162.0,0.579,12.4,3200000.0,120.90472373962402,105.1897301864624,116.33466567993165,0.866,84.8286,77.6614,11000000.0,28000000.0,15099000000.0,4.62,1.9039778128306928,3.2208186521869964,4.6190405465617115,3216000000.0,,9250000000.0,75.5,38.292,-22.3386,2098000000.0
CFG,,22.3423,0.17,33000000.0,14.517,0.007223294794368039,1.3955721173967635,3075405.35,4250970.14,-2.422,1.159,12.00757112266967,61.31037813632917,2.001736052539889,126000000.0,126000000.0,4074000000.0,113.87220098306936,,,-129.3917,,,,,,0.42649238135045786,,130000000.0,113000000.0,,2.5188511994460274,198000000.0,,,,,21.348797250859107,71.69083906007175,62.75935974400803,70.32789262542005,37123981796.385895,1.31,27.87,-1.81,11.93,1.3,-1.9905807112054585,11.698377840871576,27.392739273927397,3.86,5.0298,,17.805267048626327,22.705799263844582,127.5229357798165,144.7744,4.857397819441665,6.956032782576116,1168000000.0,2085000000.0,2535000000.0,1.0,8220000000.0,3.616948897950528,,,,,,,,,31.0,74.7300033569336,168000000.0,585000000.0,2.0,1116.0,-148647.0,3.0,10469186.149999999,0.0,115000000.0,,1168000000.0,4372000000.0,,,-1802000000.0,15190000000.0,46.97679901123047,-0.09196722215442321,-0.5876618638244537,0.4956946416700306,29973981796.385895,-56.188,49.6966,39.8,7150000000.0,,587000000.0,21.34,-4.053379848244775,11.615027706374793,21.338634857521537,2126000000.0,111.98776758409785,121.4163,96857293.0,237000000.0,10.49,-18.729615047742087,81.90856703199196,10.494752623688155,2661000000.0,,,,,,,,,,1.1389589161525209,-6.556940058566552,48.64785021721221,18.090674049496034,14.0988,7.0,873000000.0,755000000.0,2711000000.0,69.83000183105469,11.658348742518655,-1.5293465938018724,72.3,,,,,,,11987000000.0,-3.642,41.903,451000000.0,6.65,7.969942140615749,8.647265523417481,6.653620352250488,1751000000.0,0.8089206586231119,0.9092,-3.6422061454378984,12.88689884101939,6.957479955922027,8.1198,29.968160896521695,,26183000000.0,8.51,3.5675668305732877,3.0256773456386554,8.505813474066134,4.5205872519859165,422677660.0,0.311,12.4,,72.29400024414062,62.538988456726074,70.91453079223633,0.451,11.1959,8.8197,,300000000.0,233836000000.0,4.06,-0.05619160456910022,4.303954531512777,4.059378174980806,15190000000.0,207653000000.0,200034000000.0,80.0,33.789,-91.1803,
CFR,,12.77,,82000.0,10.869,0.0022920199125875656,2.907501220703125,553037.7,608127.08,-2.319,0.887,13.727145369581944,,,38605000.0,144304000.0,4556125000.0,19.632353054550332,,,-101.8398,,,,,,,,67300000.0,22218000.0,,,64008000.0,,,,,15.957584663510008,164.9709294399005,144.1025097511955,159.85478350527836,,2.7,11.71,3.92,14.19,2.7,4.034788335921613,14.232136412897,11.837655016910945,9.92,,,,,104.73382028756622,509.5578,,,-637238000.0,127327000.0,663108000.0,1.0,654952000.0,1.2347933946871412,,,,,,,,,50.0,170.0800018310547,32483000.0,129257000.0,0.0,0.0,-837.0,1.0,124119.567,0.0,208000.0,,147035000.0,655896000.0,,,-1329728000.0,,117.17082977294922,1.2393674964677928,-0.9669333001248086,2.2063007965926014,,-45.619,51.4715,58.8,-4556125000.0,,172059000.0,11.33,3.8450253806975088,14.38904021663372,11.332230122463272,683678000.0,533.4756358371994,525.3646,-765354.0,237322000.0,-72.31,-27.62142210063593,-12.171204419888426,-72.31226478779867,807412000.0,,,,,,,,,,,-3.939320834966531,39.43743950555467,16.46975855673513,,4.0,1370184000.0,204542000.0,812935000.0,163.3800048828125,16.109180417741054,2.013295526574055,59.1,,,,,,,4515631000.0,-2.203,28.975,34177000.0,14.44,9.77923360756423,8.494070027349899,14.442247952555775,130134000.0,1.2227367802191735,1.2689,-2.202797036729598,20.557851041931375,14.182197559783042,14.7898,40.536819576618456,,4622643000.0,17.3,13.384279825879997,1.2717751556232448,17.29980187698726,,,0.23,12.4,,166.22799911499024,140.71239181518555,160.15559936523437,0.33,19.654,12.5,5181000.0,72298000.0,53881091000.0,0.99,0.09384352832753073,4.584579152066071,0.9923123189472466,,49258448000.0,48468388000.0,71.6,29.913,-87.5,
CG,,35.6408,0.72,32800000.0,3.288,0.16416403352108805,1.6508872048117011,4480651.6,3807568.64,-1.916,1.662,60.54652865735199,19.747098406198372,3.9267307952943615,28100000.0,110800000.0,1256500000.0,-417.3241004080623,,,40.46,64400000.0,64400000.0,,,,0.29354834138668856,,,50500000.0,,2.8891357970913063,126400000.0,,,,,18.50414078674948,48.07871378702576,48.89400165522094,46.857222080940474,17584136550.78862,0.38,-21.05,-12.77,17.84,0.37,-13.34295101182249,17.580946507656357,-21.29963898916967,2.18,1.0297,,-5.210268911905129,3.6788435814863845,-70.60755680153981,-118.4227,-9.443607489064755,-19.304186104936548,988300000.0,-3374900000.0,-4276600000.0,0.0,104600000.0,0.35925264459403766,98.6526632913511,,,,,,,,40.9,67.46282196044922,49000000.0,101500000.0,0.0,0.0,-46446108.0,3.0,1717854271.28,0.0,402500000.0,,38200000.0,144900000.0,,,-28100000.0,2275600000.0,40.232215881347656,0.9494769986830462,-0.07843925242612748,1.0279162511091737,17482736550.78862,-56.75,40.0635,39.8,101400000.0,,137100000.0,-20.75,-12.926944469530621,18.35639682250465,-20.746765974127793,363900000.0,16.91911795472614,10.0767,140945368.0,-1242400000.0,,,,-331.2705727452271,-4165800000.0,875900000.0,,,,,,,,,2.4773258917669607,-27.485988953107878,21.594093433032757,22.44036613254372,48.0427,2.0,248300000.0,273800000.0,642400000.0,48.91999816894531,-2.9048313958154326,7.152585776662268,53.5,,,,,,,873800000.0,6.025,-21.017,1123500000.0,-11.91,2.498610316933436,10.248366220404392,-11.906078366323861,3611300000.0,2.777510647066905,1.2906,6.025225967676406,8.452398470310252,11.459381332275296,5.0452,47.780873939042976,,7212800000.0,11.18,1.1392449498395685,19.21908971447561,11.177452895582581,6.815866592385668,353389038.0,-0.018,12.4,,48.2267520904541,50.38355550765991,45.65451950073242,-0.024,46.8155,45.4948,116000000.0,204800000.0,28195600000.0,26.02,10.803212772439386,13.227609653073259,26.0241954682191,2235000000.0,20982800000.0,22058900000.0,40.9,40.147,-54.5052,
CHD,775900000.0,17.8958,,33800000.0,5.768,0.6960190296665321,2.2074252923731015,1921963.35,1897521.34,-2.715,0.198,72.80435018233324,,,31900000.0,137800000.0,254800000.0,148.3441910966341,13.878792563456742,0.27308539760966816,66.7481,836100000.0,3385600000.0,1521700000.0,1327200000.0,1.066301662549242,0.5509719654190195,,22000000.0,62900000.0,56.93676350484191,,72900000.0,77.97398203243496,34.91601109104978,1077600000.0,1325000000.0,23.00135855366287,100.12942745321689,95.69389662110498,98.81257946848461,,0.86,27.2,21.38,-0.9,0.85,21.590381307279838,-0.6494055967747547,27.426160337552734,3.02,,,,,17.61993809646634,17.1245,,,-44900000.0,1093000000.0,1066700000.0,1.0,2649900000.0,29.481396705713387,44.731751354139796,45.6486,693900000.0,-0.55,7.238251079056379,4.617170031996243,-0.5483674420271675,2843500000.0,39.8,104.59854125976562,53100000.0,208000000.0,0.0,0.0,-80555.0,8.0,8039323.366,0.0,3743100000.0,11.319327731092438,24200000.0,96600000.0,601900000.0,6.410620792819746,-33500000.0,2206300000.0,80.75416564941406,0.6004900402200519,-0.06178268794783659,0.6622727281678885,,-31.716,54.2962,40.8,1796100000.0,1.3555471698113208,202800000.0,25.88,21.195007601924477,-1.2819732701909503,25.884161968221424,744800000.0,11.877740521021408,11.9568,107716667.0,174800000.0,5.12,11.145685546697703,4.181472293190258,5.120221414980107,1204500000.0,,276400000.0,33.52,21.70279642349724,0.9135243633090484,33.51505389666708,1088000000.0,17.37167913335053,17.4664,,-1.9489217312402496,27.00273321359974,33.96026409224959,,6.0,826500000.0,255900000.0,952800000.0,102.55999755859375,9.404834905442371,4.100787700583974,59.2,0.7092208052346932,33900000.0,142500000.0,2.34717565127676,596800000.0,10.453656892483991,7040300000.0,2.945,12.009,1530000000.0,1.57,4.88891978846735,4.847582950857543,1.5735782941166838,6229100000.0,8.267133432072168,8.1795,2.9447838478296573,7.5736905416574185,18.409874568987057,17.1305,47.310335503206524,252200000.0,4347800000.0,-8.22,4.671537047688101,5.790547611191421,-8.223261786828106,,,0.084,12.4,,100.6628345489502,93.7435696029663,98.5199053955078,0.112,65.0878,81.446,25700000.0,900000000.0,9105700000.0,0.33,2.214466965987305,3.7486752752242225,0.329839808175074,2206300000.0,4757900000.0,4910200000.0,34.2,21.008,-18.554,99300000.0
CHKP,27600000.0,18.6578,5.38,68100000.0,0.524,0.34912379585980735,3.8803563799176897,1089747.8,1186277.12,-2.594,0.526,51.31746541642465,27.29363844011757,10.236313407768357,26600000.0,26600000.0,1800000000.0,110.96603273725046,,0.9294160169360252,2.2411,361800000.0,361800000.0,3964000000.0,1936700000.0,2.04678060618578,,1530100000.0,,24800000.0,,,,27.844112769485903,103.0019446686725,831100000.0,855900000.0,-11.829436038514443,130.15388276212303,149.6004377916415,130.8076459413159,11876798904.354935,9.85,28.76,15.64,10.31,9.62,15.092910016373363,10.04891433301811,28.95442359249329,9.62,9.8449,13.876386148329168,10.12687491844725,4.357818633725301,43.032215454612164,43.0322,11.106477624846425,8.575105974736235,752000000.0,1172800000.0,1172800000.0,0.0,1904300000.0,24.394086903053903,86.7248844206355,,,,,,,,69.4,206.91000366210938,-111800000.0,-111800000.0,0.0,0.0,-95797.0,7.0,12219211.805,0.0,214200000.0,,,,,,-680400000.0,,112.47000122070312,-0.09301265613797227,0.15300709634742962,-0.2460197524854019,13676798904.354935,-51.827,50.632,33.1,-1800000000.0,-2.103049421661409,1056900000.0,24.97,9.869384196398624,4.537263376097211,24.97339482085846,1056900000.0,38.77962867835914,38.7796,36234244.0,1199400000.0,13.97,2.9725168189685736,0.6529168500352123,13.968072976054732,1199400000.0,1894300000.0,831100000.0,-5.13,-2.0469674938704108,-1.6718754168596472,-5.1255707762557075,831100000.0,30.49460629632347,30.4946,4.745428300320923,-37.402734531883134,15.15960066391402,13.463617907740224,12.9405,5.0,82900000.0,945100000.0,945100000.0,129.52000427246094,-15.584806554446784,-0.5470189706428097,78.6,2.04678060618578,456700000.0,456700000.0,16.75717325897116,769100000.0,3.5436224158106877,15070700000.0,-5.899,-31.004,2725400000.0,6.25,5.365311815839902,5.707607984838359,6.253411306042884,2725400000.0,13.538891166222585,18.5434,-5.8994443135678925,-4.094778714797586,36.67117726657646,34.3172,57.212048375276545,,2882100000.0,3.32,-0.5400130435136874,-3.6235144143487497,3.323295332329533,10.236313407768357,105596035.0,-0.122,12.4,,129.32149963378907,153.4321002960205,130.23240020751953,-0.141,60.0638,55.0038,205600000.0,1400000000.0,7806400000.0,35.66,10.891134662449865,5.978920144367694,35.65731166912851,,4924300000.0,4924300000.0,68.8,28.555,-44.9962,2027300000.0
